Tamilnadu,Erode,Kottupullampalayam B.O,638453,,,,,,
Tamilnadu,Erode,Kovilpalayam B.O,638116,,,,,,
Tamilnadu,Erode,Kugalur S.O,638313,,,,,,
Tamilnadu,Erode,Kullampalayam B.O,638476,,,,,,
Tamilnadu,Erode,Kummakalipalayam B.O,638457,,,,,,
Tamilnadu,Erode,Kunnathur S.O,638103,,,,,,
Tamilnadu,Erode,Kuppandampalayam B.O,638502,,,,,,
Tamilnadu,Erode,Kurichi B.O,638314,,,,,,
Tamilnadu,Erode,Kurichi-kunnathur B.O,638110,,,,,,
Tamilnadu,Erode,Kurumandur S.O,638457,,,,,,
Tamilnadu,Erode,Kurupanaickenpalayam B.O,638301,,,,,,
Tamilnadu,Erode,Kuthambi B.O,638055,,,,,,
Tamilnadu,Erode,Kuttipalayam B.O,638312,,,,,,
Tamilnadu,Erode,L.M.Palapalayam B.O,638455,,,,,,
Tamilnadu,Erode,Lakkapuram B.O,638002,,,,,,
Tamilnadu,Erode,Malayampalayam B.O,638154,,,,,,
Tamilnadu,Erode,Mannathampalayam B.O,638153,,,,,,
Tamilnadu,Erode,Maravapalayam B.O,638051,,,,,,
Tamilnadu,Erode,Mathur B.O,638314,,,,,,
Tamilnadu,Erode,Melapalayam S.O,638051,,,,,,
Tamilnadu,Erode,Mettupalayam B.O,638315,,,,,,
Tamilnadu,Erode,Mevani B.O,638313,,,,,,
Tamilnadu,Erode,Michaelpalayam B.O,638501,,,,,,
Tamilnadu,Erode,Minnapalayam B.O,638109,,,,,,
Tamilnadu,Erode,Modakurichi S.O,638104,,,,,,
Tamilnadu,Erode,Morattupalayam B.O,638752,,,,,,
Tamilnadu,Erode,Mukasi Hanumanpalli B.O,638101,,,,,,
Tamilnadu,Erode,Mukasipidariyur B.O,638051,,,,,,
Tamilnadu,Erode,Mukasipudur B.O,638314,,,,,,
Tamilnadu,Erode,Mulapalayam B.O,638002,,,,,,
Tamilnadu,Erode,Mullampatti B.O,638107,,,,,,
Tamilnadu,Erode,Murali B.O,638504,,,,,,
Tamilnadu,Erode,Murungatholuvu B.O,638051,,,,,,
Tamilnadu,Erode,Muthayeepalayam B.O,638153,,,,,,
Tamilnadu,Erode,Mylambadi B.O,638314,,,,,,
Tamilnadu,Erode,Nadupatti B.O,638056,,,,,,
Tamilnadu,Erode,Nagadevampalayam B.O,638476,,,,,,
Tamilnadu,Erode,Nagalur B.O,638502,,,,,,
Tamilnadu,Erode,Nallampatti B.O,638057,,,,,,
Tamilnadu,Erode,Nambiyur S.O,638458,,,,,,
Tamilnadu,Erode,Nanjagoundenpalayam B.O,638476,,,,,,
Tamilnadu,Erode,Nanjai Puliampatti B.O,638506,,,,,,
Tamilnadu,Erode,Nanjai Uttukuli B.O,638104,,,,,,
Tamilnadu,Erode,Nasiyanur S.O,638107,,,,,,
Tamilnadu,Erode,Nathagoundenpalayam B.O,638115,,,,,,
Tamilnadu,Erode,Nerinjipettai B.O,638311,,,,,,
Tamilnadu,Erode,Nichampalayam B.O,638055,,,,,,
Tamilnadu,Erode,Odathurai B.O,638455,,,,,,
Tamilnadu,Erode,Odayagoundenpalayam B.O,638454,,,,,,
Tamilnadu,Erode,Olagadam S.O,638314,,,,,,
Tamilnadu,Erode,Olapalayam B.O,638052,,,,,,
Tamilnadu,Erode,Oricheri B.O,638315,,,,,,
Tamilnadu,Erode,Pachampalayam B.O,638314,,,,,,
Tamilnadu,Erode,Palakarai B.O,638057,,,,,,
Tamilnadu,Erode,Palakuttaipattipudur B.O,638504,,,,,,
Tamilnadu,Erode,Pallagoundenpalayam B.O,638056,,,,,,
Tamilnadu,Erode,Pallapalayam B.O,638116,,,,,,
Tamilnadu,Erode,Palliyuthu B.O,638101,,,,,,
Tamilnadu,Erode,Pandiampalayam B.O,638455,,,,,,
Tamilnadu,Erode,Pappampalayam B.O,638007,,,,,,
Tamilnadu,Erode,Pappampalayam B.O,638055,,,,,,
Tamilnadu,Erode,Pariyur Vellalapalayam B.O,638476,,,,,,
Tamilnadu,Erode,Paruvachi B.O,638312,,,,,,
Tamilnadu,Erode,Pasur S.O,638154,,,,,,
Tamilnadu,Erode,Patlur B.O,638314,,,,,,
Tamilnadu,Erode,Pattakaranpalayam B.O,638057,,,,,,
Tamilnadu,Erode,Pattimaniakaranpalayam B.O,638462,,,,,,
Tamilnadu,Erode,Peria Agraharam S.O,638005,,,,,,
Tamilnadu,Erode,Peria Semur B.O,638004,,,,,,
Tamilnadu,Erode,Periapuliyur B.O,638455,,,,,,
Tamilnadu,Erode,Periavattam B.O,638151,,,,,,
Tamilnadu,Erode,Periaveerasangli B.O,638056,,,,,,
Tamilnadu,Erode,Periyavettuvapalayam B.O,638052,,,,,,
Tamilnadu,Erode,Perode B.O,638102,,,,,,
Tamilnadu,Erode,Perumugaipudur B.O,638505,,,,,,
Tamilnadu,Erode,Perundalaiyur B.O,638315,,,,,,
Tamilnadu,Erode,Perundur R.S. B.O,638052,,,,,,
Tamilnadu,Erode,Perundurai S.O,638052,,,,,,
Tamilnadu,Erode,Perundurai Sanitorium S.O,638053,,,,,,
Tamilnadu,Erode,Perundurai West S.O,638052,,,,,,
Tamilnadu,Erode,Pethampalayam B.O,638116,,,,,,
Tamilnadu,Erode,Pichandampalayam B.O,638052,,,,,,
Tamilnadu,Erode,Polavakalipalayam B.O,638476,,,,,,
Tamilnadu,Erode,Polavapalayam B.O,638458,,,,,,
Tamilnadu,Erode,Ponmudi B.O,638056,,,,,,
Tamilnadu,Erode,Pudukkaraipudur B.O,638313,,,,,,
Tamilnadu,Erode,Pudupalayam S.O,638476,,,,,,
Tamilnadu,Erode,Pudur B.O,638002,,,,,,
Tamilnadu,Erode,Pullappanaickenpalayam B.O,638506,,,,,,
Tamilnadu,Erode,Pundurai Semur B.O,638115,,,,,,
Tamilnadu,Erode,Pungambadi B.O,638112,,,,,,
Tamilnadu,Erode,Punjaipalatholuvu B.O,638751,,,,,,
Tamilnadu,Erode,Punjaithuraiyampalayam S.O,638512,,,,,,
Tamilnadu,Erode,Punnam B.O,638312,,,,,,
Tamilnadu,Erode,Purappalikattuvalasu B.O,638104,,,,,,
Tamilnadu,Erode,Ramalingapuram B.O,638051,,,,,,
Tamilnadu,Erode,Ramanathapuram Pudur B.O,638005,,,,,,
Tamilnadu,Erode,Rangampalayam B.O,638009,,,,,,
Tamilnadu,Erode,Rasampalayam B.O,638151,,,,,,
Tamilnadu,Erode,Reddipalayam B.O,638504,,,,,,
Tamilnadu,Erode,Sakthinagar S.O,638315,,,,,,
Tamilnadu,Erode,Salaipudur B.O,638151,,,,,,
Tamilnadu,Erode,Salangapalayam B.O,638455,,,,,,
Tamilnadu,Erode,Sanarpalayam B.O,638051,,,,,,
Tamilnadu,Erode,Sankarapalayam B.O,638501,,,,,,
Tamilnadu,Erode,Sanyasipatti B.O,638311,,,,,,
Tamilnadu,Erode,Satamugai B.O,638503,,,,,,
Tamilnadu,Erode,Sathyamangalam Road S.O,638003,,,,,,
Tamilnadu,Erode,Guruvareddiyur S.O,638504,,,,,,
Tamilnadu,Kanyakumari,Adaikkakuzhi,629153,,,,,,
Tamilnadu,Kanyakumari,Agateeswaram,629701,,,,,,
Tamilnadu,Kanyakumari,Alagiamandapam,629167,,,,,,
Tamilnadu,Kanyakumari,Alampara,629170,,,,,,
Tamilnadu,Kanyakumari,Alanchi,629159,,,,,,
Tamilnadu,Kanyakumari,Alancholai,629101,,,,,,
Tamilnadu,Kanyakumari,Alancode,629802,,,,,,
Tamilnadu,Kanyakumari,Aloor,629801,,,,,,
Tamilnadu,Kanyakumari,Ammandivilai,629204,,,,,,
Tamilnadu,Kanyakumari,Anandanadarkudy,629201,,,,,,
Tamilnadu,Kanyakumari,Andirapuram,629851,,,,,,
Tamilnadu,Kanyakumari,Anducode,629168,,,,,,
Tamilnadu,Kanyakumari,Anjugramam,629401,,,,,,
Tamilnadu,Kanyakumari,Aralvaymoli,629301,,,,,,
Tamilnadu,Kanyakumari,Arukani,629101,,,,,,
Tamilnadu,Kanyakumari,Arumanai,629151,,,,,,
Tamilnadu,Kanyakumari,Arumanallur,629851,,,,,,
Tamilnadu,Kanyakumari,Aruvikkarai,629177,,,,,,
Tamilnadu,Kanyakumari,Asaripallam,629201,,,,,,
Tamilnadu,Kanyakumari,Asiramam,629704,,,,,,
Tamilnadu,Kanyakumari,Attur,629191,,,,,,
Tamilnadu,Kanyakumari,Azhakamparai,629252,,,,,,
Tamilnadu,Kanyakumari,Azhakappapuram,629401,,,,,,
Tamilnadu,Kanyakumari,Azhakiapandipuram,629851,,,,,,
Tamilnadu,Kanyakumari,Azhikkal,629202,,,,,,
Tamilnadu,Kanyakumari,Bethelpuram,629803,,,,,,
Tamilnadu,Kanyakumari,Bhoothapandy,629852,,,,,,
Tamilnadu,Kanyakumari,Catherin Booth hospital,629001,,,,,,
Tamilnadu,Kanyakumari,Chathancode,629153,,,,,,
Tamilnadu,Kanyakumari,Chemparuthivilai,629166,,,,,,
Tamilnadu,Kanyakumari,Chemponvilai,629804,,,,,,
Tamilnadu,Kanyakumari,Chenbagaramanputhur,629304,,,,,,
Tamilnadu,Kanyakumari,Chenkody,629177,,,,,,
Tamilnadu,Kanyakumari,Cheruvallur,629152,,,,,,
Tamilnadu,Kanyakumari,Chitharal,629151,,,,,,
Tamilnadu,Kanyakumari,Chittardam Colony,629161,,,,,,
Tamilnadu,Kanyakumari,Chunkankadai,629807,,,,,,
Tamilnadu,Kanyakumari,Colachel,629251,,,,,,
Tamilnadu,Kanyakumari,Derisanamcope,629851,,,,,,
Tamilnadu,Kanyakumari,Eathamozhi,629501,,,,,,
Tamilnadu,Kanyakumari,Edalakudy,629051,,,,,,
Tamilnadu,Kanyakumari,Elavuvilai,629171,,,,,,
Tamilnadu,Kanyakumari,Enayam,629193,,,,,,
Tamilnadu,Kanyakumari,Enayamputhenthurai,629193,,,,,,
Tamilnadu,Kanyakumari,Erachakulam,629902,,,,,,
Tamilnadu,Kanyakumari,Eravipudurkadai,629158,,,,,,
Tamilnadu,Kanyakumari,Eraviputhur,629402,,,,,,
Tamilnadu,Kanyakumari,Erumbukadu,629004,,,,,,
Tamilnadu,Villupuram,Kakuppam,605301,,,,,,
Tamilnadu,Villupuram,Koliyanur,605301,,,,,,
Tamilnadu,Villupuram,Panampattu,605301,,,,,,
Tamilnadu,Villupuram,Vandimedu,605602,,,,,,
Tamilnadu,Villupuram,Vazhuthareddy,605401,,,,,,
Tamilnadu,Tiruvannamalai,chetpet,606902,,,,,,
Tamilnadu,Tiruvannamalai,Arani,632317,,,,,,
State,District,Area,Pincode,,,,,,
Tamilnadu,Villupuram,Adanur  ,605402,,,,,,
Tamilnadu,Villupuram,Adavallikuthan  ,604301,,,,,,
Tamilnadu,Villupuram,Akkur  ,604207,,,,,,
Tamilnadu,Villupuram,Akshipakkam  ,604101,,,,,,
Tamilnadu,Villupuram,Alagrammam  ,604302,,,,,,
Tamilnadu,Villupuram,Alampoondi  ,604151,,,,,,
Tamilnadu,Villupuram,Alankuppam  ,604301,,,,,,
Tamilnadu,Villupuram,Alathur  ,604303,,,,,,
Tamilnadu,Villupuram,Anaiyeri  ,605201,,,,,,
Tamilnadu,Villupuram,Anangur  ,604203,,,,,,
Tamilnadu,Villupuram,Anangur  ,605103,,,,,,
Tamilnadu,Villupuram,Ananthapuram  ,605201,,,,,,
Tamilnadu,Villupuram,Anathur  ,604202,,,,,,
Tamilnadu,Villupuram,Andapattu  ,604101,,,,,,
Tamilnadu,Villupuram,Annamangalam  ,604210,,,,,,
Tamilnadu,Villupuram,Anniyur  ,605202,,,,,,
Tamilnadu,Villupuram,Anumandai  ,604303,,,,,,
Tamilnadu,Villupuram,Ariyalur Tirukkai  ,605402,,,,,,
Tamilnadu,Villupuram,Ariyur  ,605102,,,,,,
Tamilnadu,Villupuram,Arpisampalayam  ,605108,,,,,,
Tamilnadu,Villupuram,Arugavur  ,604203,,,,,,
Tamilnadu,Villupuram,Asokapuri  ,605203,,,,,,
Tamilnadu,Villupuram,Athipakkam  ,604207,,,,,,
Tamilnadu,Villupuram,Athipattu  ,604152,,,,,,
Tamilnadu,Villupuram,Athiyur  ,605201,,,,,,
Tamilnadu,Villupuram,Athiyur Thiruvadi  ,605401,,,,,,
Tamilnadu,Villupuram,Attur  ,604001,,,,,,
Tamilnadu,Villupuram,Auroville  ,605101,,,,,,
Tamilnadu,Villupuram,Avalurpet  ,604201,,,,,,
Tamilnadu,Villupuram,Avanipur  ,604101,,,,,,
Tamilnadu,Villupuram,Avarapakkam  ,604001,,,,,,
Tamilnadu,Villupuram,Aviyur  ,604203,,,,,,
Tamilnadu,Villupuram,Ayyanthoppu  ,604001,,,,,,
Tamilnadu,Villupuram,Ayyur Agaram  ,605601,,,,,,
Tamilnadu,Villupuram,Brahmadesam  ,604301,,,,,,
Tamilnadu,Villupuram,Brahmadesam  ,605203,,,,,,
Tamilnadu,Villupuram,Chellapiratti  ,604210,,,,,,
Tamilnadu,Villupuram,Chendur  ,604302,,,,,,
Tamilnadu,Villupuram,Chinnababusamudram  ,605102,,,,,,
Tamilnadu,Villupuram,Chinnanerkunam  ,604302,,,,,,
Tamilnadu,Villupuram,Chinthamani  ,605601,,,,,,
Tamilnadu,Villupuram,Coudapakkam  ,605502,,,,,,
Tamilnadu,Villupuram,Dadapuram  ,604207,,,,,,
Tamilnadu,Villupuram,Devadanampettai  ,604151,,,,,,
Tamilnadu,Villupuram,Devandavadi  ,604208,,,,,,
Tamilnadu,Villupuram,Devanur  ,604208,,,,,,
Tamilnadu,Villupuram,Eachur  ,604203,,,,,,
Tamilnadu,Villupuram,Endiyur  ,604001,,,,,,
Tamilnadu,Villupuram,Eraiyanur  ,604001,,,,,,
Tamilnadu,Villupuram,Eraiyur  ,604304,,,,,,
Tamilnadu,Villupuram,Eyyakunam  ,604204,,,,,,
Tamilnadu,Villupuram,Eyyal  ,604204,,,,,,
Tamilnadu,Villupuram,Gengarampalayam  ,605108,,,,,,
Tamilnadu,Villupuram,Gingee  ,604202,,,,,,
Tamilnadu,Villupuram,Gingee Bazaar  ,604202,,,,,,
Tamilnadu,Villupuram,Guduvampoondi  ,604208,,,,,,
Tamilnadu,Villupuram,Hemerjickx Cente  ,605111,,,,,,
Tamilnadu,Villupuram,Idapattu  ,604201,,,,,,
Tamilnadu,Villupuram,Illodu  ,604210,,,,,,
Tamilnadu,Villupuram,Jayankondam  ,604202,,,,,,
Tamilnadu,Villupuram,Kadali  ,604210,,,,,,
Tamilnadu,Villupuram,Kadambur  ,604206,,,,,,
Tamilnadu,Villupuram,Kadaperikuppam  ,605502,,,,,,
Tamilnadu,Villupuram,Kakkanur  ,605402,,,,,,
Tamilnadu,Villupuram,Kalaiyur  ,604206,,,,,,
Tamilnadu,Villupuram,Kalayampoondi  ,605202,,,,,,
Tamilnadu,Villupuram,Kallapattu  ,605108,,,,,,
Tamilnadu,Villupuram,Kallapuliyur  ,604208,,,,,,
Tamilnadu,Villupuram,Kalleri  ,604151,,,,,,
Tamilnadu,Villupuram,Kallipattu  ,605105,,,,,,
Tamilnadu,Villupuram,Kalpattu  ,605302,,,,,,
Tamilnadu,Villupuram,Kaluperumbakkam  ,605014,,,,,,
Tamilnadu,Villupuram,Kanai  ,605301,,,,,,
Tamilnadu,Villupuram,Kanakkankuppam  ,604151,,,,,,
Tamilnadu,Villupuram,Kandadu  ,604303,,,,,,
Tamilnadu,Villupuram,Kandamangalam  ,605102,,,,,,
Tamilnadu,Villupuram,Kandambakkam  ,605401,,,,,,
Tamilnadu,Villupuram,Kandnamanadi  ,605401,,,,,,
Tamilnadu,Villupuram,Kangiyanur  ,605302,,,,,,
Tamilnadu,Villupuram,Kanjanur  ,605203,,,,,,
Tamilnadu,Villupuram,Kappai  ,604205,,,,,,
Tamilnadu,Villupuram,Kappalampadi  ,604201,,,,,,
Tamilnadu,Villupuram,Kappiyampuliyur  ,605601,,,,,,
Tamilnadu,Villupuram,Kappur  ,605301,,,,,,
Tamilnadu,Villupuram,Karai  ,605201,,,,,,
Tamilnadu,Villupuram,Karattai  ,604154,,,,,,
Tamilnadu,Villupuram,Karnavur  ,604001,,,,,,
Tamilnadu,Villupuram,Karuvakshi  ,605201,,,,,,
Tamilnadu,Villupuram,Karuvampakkam  ,604207,,,,,,
Tamilnadu,Villupuram,Katrambakkam  ,605109,,,,,,
Tamilnadu,Villupuram,Kattalai  ,604001,,,,,,
Tamilnadu,Villupuram,Katterikuppam  ,605502,,,,,,
Tamilnadu,Villupuram,Kattusiviri  ,604207,,,,,,
Tamilnadu,Villupuram,Kaveripakkam  ,604001,,,,,,
Tamilnadu,Villupuram,Kedar  ,605402,,,,,,
Tamilnadu,Villupuram,Kiladanur  ,604307,,,,,,
Tamilnadu,Villupuram,Kiledayalam  ,604302,,,,,,
Tamilnadu,Villupuram,Kilinjikuppam  ,605110,,,,,,
Tamilnadu,Villupuram,Kiliyanur  ,604102,,,,,,
Tamilnadu,Villupuram,Kilmavilangai  ,604207,,,,,,
Tamilnadu,Villupuram,Kilsevur  ,604101,,,,,,
Tamilnadu,Villupuram,Kodiyam  ,604207,,,,,,
Tamilnadu,Villupuram,Kodukkur  ,605501,,,,,,
Tamilnadu,Villupuram,Kolathur  ,604301,,,,,,
Tamilnadu,Villupuram,Koliyanur  ,605103,,,,,,
Tamilnadu,Villupuram,Kollar  ,604206,,,,,,
Tamilnadu,Villupuram,Konai  ,604205,,,,,,
Tamilnadu,Villupuram,Konalur  ,605201,,,,,,
Tamilnadu,Villupuram,Kondangi  ,605301,,,,,,
Tamilnadu,Villupuram,Kongarapattu  ,604306,,,,,,
Tamilnadu,Villupuram,Konur  ,605301,,,,,,
Tamilnadu,Villupuram,Korakeni  ,605501,,,,,,
Tamilnadu,Villupuram,Kottapoondi  ,604201,,,,,,
Tamilnadu,Villupuram,Kottayampoondi  ,605203,,,,,,
Tamilnadu,Villupuram,Kovilporaiyur  ,604201,,,,,,
Tamilnadu,Villupuram,Kumarakuppam  ,605108,,,,,,
Tamilnadu,Villupuram,Kumulam  ,605107,,,,,,
Tamilnadu,Villupuram,Kundalapuliyur  ,605203,,,,,,
Tamilnadu,Villupuram,Kunimedu  ,604303,,,,,,
Tamilnadu,Villupuram,Kunnapakkam  ,604101,,,,,,
Tamilnadu,Villupuram,Kurunjipai  ,604205,,,,,,
Tamilnadu,Villupuram,Kutteripattu  ,604302,,,,,,
Tamilnadu,Villupuram,Lingareddpalayam  ,605107,,,,,,
Tamilnadu,Villupuram,Madugadipet  ,605107,,,,,,
Tamilnadu,Villupuram,Madurapakkam  ,605501,,,,,,
Tamilnadu,Villupuram,Mahadevimangalam  ,604210,,,,,,
Tamilnadu,Villupuram,Mailam  ,604304,,,,,,
Tamilnadu,Villupuram,Mambazhapattu  ,605302,,,,,,
Tamilnadu,Villupuram,Manalapadi  ,604151,,,,,,
Tamilnadu,Villupuram,Manandal  ,604204,,,,,,
Tamilnadu,Villupuram,Mandava  ,604303,,,,,,
Tamilnadu,Villupuram,Maragadhapuram  ,605401,,,,,,
Tamilnadu,Villupuram,Markanum  ,604303,,,,,,
Tamilnadu,Villupuram,Markonam  ,604208,,,,,,
Tamilnadu,Villupuram,Melacheri  ,604202,,,,,,
Tamilnadu,Villupuram,Melathipakkam  ,604207,,,,,,
Tamilnadu,Villupuram,Meledayalam  ,604202,,,,,,
Tamilnadu,Villupuram,Melkaranai  ,605202,,,,,,
Tamilnadu,Villupuram,Melmalayanur  ,604204,,,,,,
Tamilnadu,Villupuram,Melmannur  ,604208,,,,,,
Tamilnadu,Villupuram,Melolakkur  ,604203,,,,,,
Tamilnadu,Villupuram,Melpathi  ,605103,,,,,,
Tamilnadu,Villupuram,Melpettai  ,604307,,,,,,
Tamilnadu,Villupuram,Melsevalambadi  ,604204,,,,,,
Tamilnadu,Villupuram,Melsevur  ,604306,,,,,,
Tamilnadu,Villupuram,Melsithamur  ,604206,,,,,,
Tamilnadu,Villupuram,Melvailamur  ,604201,,,,,,
Tamilnadu,Villupuram,Mettupalayam  ,605105,,,,,,
Tamilnadu,Villupuram,Minambur  ,604205,,,,,,
Tamilnadu,Villupuram,Modaiyur  ,604206,,,,,,
Tamilnadu,Villupuram,Mokshakulam  ,605105,,,,,,
Tamilnadu,Villupuram,Molasur  ,604102,,,,,,
Tamilnadu,Villupuram,Mundiyambakkam  ,605601,,,,,,
Tamilnadu,Villupuram,Munnur  ,604301,,,,,,
Tamilnadu,Villupuram,Muppuli  ,604302,,,,,,
Tamilnadu,Villupuram,Muttathur  ,605203,,,,,,
Tamilnadu,Villupuram,Nadukuppam  ,604303,,,,,,
Tamilnadu,Villupuram,Naduvanthangal  ,604207,,,,,,
Tamilnadu,Villupuram,Nagar  ,604301,,,,,,
Tamilnadu,Villupuram,Nallanpillaipetral  ,604152,,,,,,
Tamilnadu,Villupuram,Nallathur  ,604307,,,,,,
Tamilnadu,Villupuram,Nallavur  ,604154,,,,,,
Tamilnadu,Villupuram,Nangathur  ,605202,,,,,,
Tamilnadu,Villupuram,Nanndu  ,605301,,,,,,
Tamilnadu,Villupuram,Naraiyur  ,605108,,,,,,
Tamilnadu,Villupuram,Naranamangalam  ,604201,,,,,,
Tamilnadu,Villupuram,Nayambadi  ,604151,,,,,,
Tamilnadu,Villupuram,Nedimoliyanur  ,604306,,,,,,
Tamilnadu,Villupuram,Neganur  ,604202,,,,,,
Tamilnadu,Villupuram,Nemur  ,605203,,,,,,
Tamilnadu,Villupuram,Nochalur  ,604201,,,,,,
Tamilnadu,Villupuram,Nolambur  ,604307,,,,,,
Tamilnadu,Villupuram,Odiampet  ,605110,,,,,,
Tamilnadu,Villupuram,Olagapuram  ,604154,,,,,,
Tamilnadu,Villupuram,Olakkur  ,604305,,,,,,
Tamilnadu,Villupuram,Olundiapet  ,605109,,,,,,
Tamilnadu,Villupuram,Omandur  ,604102,,,,,,
Tamilnadu,Villupuram,Omipper  ,604301,,,,,,
Tamilnadu,Villupuram,Ongur  ,604307,,,,,,
Tamilnadu,Villupuram,Orukodi  ,605301,,,,,,
Tamilnadu,Villupuram,P.Villiyanur  ,605105,,,,,,
Tamilnadu,Villupuram,Padipallam  ,604151,,,,,,
Tamilnadu,Villupuram,Padirapuliyur  ,604304,,,,,,
Tamilnadu,Villupuram,Pakkam  ,604153,,,,,,
Tamilnadu,Villupuram,Palakuppam  ,604001,,,,,,
Tamilnadu,Villupuram,Palapadi  ,604153,,,,,,
Tamilnadu,Villupuram,Palapattu  ,604205,,,,,,
Tamilnadu,Villupuram,Palayam  ,605107,,,,,,
Tamilnadu,Villupuram,Palliandur  ,605402,,,,,,
Tamilnadu,Villupuram,Pallikulam  ,604203,,,,,,
Tamilnadu,Villupuram,Pallineliyanur  ,605107,,,,,,
Tamilnadu,Villupuram,Pallithennal  ,605102,,,,,,
Tamilnadu,Villupuram,Panamalai  ,605201,,,,,,
Tamilnadu,Villupuram,Panampattu  ,605103,,,,,,
Tamilnadu,Villupuram,Panchalam  ,604307,,,,,,
Tamilnadu,Villupuram,Pankolathur  ,604101,,,,,,
Tamilnadu,Villupuram,Pennangar  ,604210,,,,,,
Tamilnadu,Villupuram,Peramandur  ,604302,,,,,,
Tamilnadu,Villupuram,Periyababusamudram  ,605102,,,,,,
Tamilnadu,Villupuram,Periyanmur  ,604151,,,,,,
Tamilnadu,Villupuram,Periyanolambai  ,604204,,,,,,
Tamilnadu,Villupuram,Perumbakkam  ,604304,,,,,,
Tamilnadu,Villupuram,Perumbakkam  ,605301,,,,,,
Tamilnadu,Villupuram,Perumukkal  ,604301,,,,,,
Tamilnadu,Villupuram,Perungappur  ,604151,,,,,,
Tamilnadu,Villupuram,Peruvalur  ,604208,,,,,,
Tamilnadu,Villupuram,Pidagam  ,605401,,,,,,
Tamilnadu,Villupuram,Pillur  ,605103,,,,,,
Tamilnadu,Villupuram,Ponnankuppam  ,605201,,,,,,
Tamilnadu,Villupuram,Poovarasankuppam  ,605105,,,,,,
Tamilnadu,Villupuram,Porur  ,605202,,,,,,
Tamilnadu,Villupuram,Poyyapakkam  ,605103,,,,,,
Tamilnadu,Villupuram,Pudupakkam  ,604303,,,,,,
Tamilnadu,Villupuram,Pulichapllam  ,605109,,,,,,
Tamilnadu,Villupuram,Puranasingupalayam  ,605107,,,,,,
Tamilnadu,Villupuram,Radhhapuram  ,605501,,,,,,
Tamilnadu,Villupuram,Rampakkam  ,605105,,,,,,
Tamilnadu,Villupuram,Rettanai  ,604306,,,,,,
Tamilnadu,Villupuram,Salayampalayam  ,605108,,,,,,
Tamilnadu,Villupuram,Sangeethamangalam  ,605202,,,,,,
Tamilnadu,Villupuram,Saram ( Tindivanam )  ,604307,,,,,,
Tamilnadu,Villupuram,Sathambadi  ,604204,,,,,,
Tamilnadu,Villupuram,Sathyamagalam  ,604153,,,,,,
Tamilnadu,Villupuram,Semangalam  ,605109,,,,,,
Tamilnadu,Villupuram,Semmedu  ,604153,,,,,,
Tamilnadu,Villupuram,Sepettai  ,604152,,,,,,
Tamilnadu,Villupuram,Serndanur  ,605103,,,,,,
Tamilnadu,Villupuram,Seshangur  ,605501,,,,,,
Tamilnadu,Villupuram,Sevalapuri  ,604202,,,,,,
Tamilnadu,Villupuram,Sholangunam  ,604210,,,,,,
Tamilnadu,Villupuram,Singanur  ,604001,,,,,,
Tamilnadu,Villupuram,Siruthalaipoondi  ,604204,,,,,,
Tamilnadu,Villupuram,Siruvadi  ,604301,,,,,,
Tamilnadu,Villupuram,Siruvalai  ,605402,,,,,,
Tamilnadu,Villupuram,Sokuppam  ,604153,,,,,,
Tamilnadu,Villupuram,Sorapattu  ,605501,,,,,,
Tamilnadu,Villupuram,Suthukeni  ,605502,,,,,,
Tamilnadu,Villupuram,Teli  ,605302,,,,,,
Tamilnadu,Villupuram,Thadagam  ,604152,,,,,,
Tamilnadu,Villupuram,Thailapuram  ,604102,,,,,,
Tamilnadu,Villupuram,Thaiyur  ,604205,,,,,,
Tamilnadu,Villupuram,Thalangadu  ,604303,,,,,,
Tamilnadu,Villupuram,Thalangunam  ,604201,,,,,,
Tamilnadu,Villupuram,Thalavanur  ,604205,,,,,,
Tamilnadu,Villupuram,Thaludali  ,604304,,,,,,
Tamilnadu,Villupuram,Thamanur  ,604210,,,,,,
Tamilnadu,Villupuram,Thandavasamudram  ,604151,,,,,,
Tamilnadu,Villupuram,Thaniyal  ,604207,,,,,,
Tamilnadu,Villupuram,Thayanur  ,604204,,,,,,
Tamilnadu,Villupuram,Thenkalavoy  ,604302,,,,,,
Tamilnadu,Villupuram,Thenkodipakkam  ,604102,,,,,,
Tamilnadu,Villupuram,Thenpalai  ,604151,,,,,,
Tamilnadu,Villupuram,Thenpasiyar  ,604001,,,,,,
Tamilnadu,Villupuram,Thenputhur  ,604306,,,,,,
Tamilnadu,Villupuram,Thensiruvalur  ,604102,,,,,,
Tamilnadu,Villupuram,Theppirampattu  ,604204,,,,,,
Tamilnadu,Villupuram,Thirubuvanai  ,605107,,,,,,
Tamilnadu,Villupuram,Thiruvamathr  ,605402,,,,,,
Tamilnadu,Villupuram,Thiruvampattu  ,604205,,,,,,
Tamilnadu,Villupuram,Thiruvandarkoil  ,605102,,,,,,
Tamilnadu,Villupuram,Thiruvathikunnam  ,604205,,,,,,
Tamilnadu,Villupuram,Thiurvakkarai  ,604304,,,,,,
Tamilnadu,Villupuram,Thondamanatham  ,605502,,,,,,
Tamilnadu,Villupuram,Thorapadi  ,604204,,,,,,
Tamilnadu,Villupuram,Tindivanam  ,604001,,,,,,
Tamilnadu,Villupuram,Tindivanam Bazaar  ,604001,,,,,,
Tamilnadu,Villupuram,Tindivanam East  ,604001,,,,,,
Tamilnadu,Villupuram,Tindivanam West  ,604001,,,,,,
